Date,place,trend,subway,land
2019-02,연남,9267.168833953228,9285.92857142857,76701
2019-02,을지로,5383.398498296468,238761.5,23587
2019-02,이태원,9862.251918207043,44354.857142857145,122212
2019-02,익선,16156.133252859141,174559.2857142857,25888
2019-02,장충,1230.4520121976545,92161.17857142857,85588
2019-02,청담,2848.0942964572373,76371.39285714286,173617
2019-02,한남,3366.6353812168973,26866.928571428572,92510
2019-02,혜화,8379.362357795886,76896.75,68469
2019-02,홍대,17855.80306920908,192678.85714285713,121360
2019-03,강남,13967.092457092262,200682.38709677418,138219
2019-03,반포,3295.059880150763,114039.70967741935,138749
2019-03,삼청,3464.0806182620177,50779.967741935485,93519
2019-03,서촌,2307.733991069066,51032.06451612903,83750
2019-03,성수,5005.591848250327,75274.80645161291,113491
2019-03,신사,7837.934344200052,172357.29032258064,150169
2019-03,신촌,6521.423180289182,150774.8064516129,28225
2019-03,연남,8012.019323525801,10661.677419354839,76701
2019-03,을지로,5346.863852612579,266914.8064516129,23587
2019-03,이태원,8179.33576831812,48414.354838709674,122212
2019-03,익선,12105.098580172347,181620.51612903227,25888
2019-03,장충,1220.0303280283242,103141.29032258065,85409
2019-03,청담,2963.6345526197606,82641.87096774194,173862
2019-03,한남,3579.1218728795848,29554.645161290322,93004
2019-03,혜화,7477.200268983261,84960.6129032258,70293
2019-03,홍대,14498.613343670784,201324.29032258064,121360
2019-04,강남,11906.718407010832,201840.26666666666,137398
2019-04,반포,3137.602621904653,118807.0,138930
2019-04,삼청,3842.794516799122,55144.4,93519
2019-04,서촌,2388.7756836637113,55562.4,83750
2019-04,성수,5829.148392185281,82920.36666666667,113910
2019-04,신사,7005.447926952259,176152.8,149319
2019-04,신촌,5358.155265345225,146350.23333333334,28225
2019-04,연남,7307.250898282303,11109.6,74462
2019-04,을지로,4985.296113578766,280143.93333333335,23587
2019-04,이태원,8067.37168319418,46588.6,122576
2019-04,익선,10709.134805515385,183006.93333333332,27754
2019-04,장충,1203.121365845377,106484.8,84812
2019-04,청담,3108.536118545607,87321.5,173916
2019-04,한남,3168.7249529701758,30564.433333333334,93947
2019-04,혜화,6093.268702530343,85434.86666666667,70717
2019-04,홍대,12190.840891403055,194857.13333333333,121947
2019-05,강남,13389.835674706379,201111.38709677418,137577
2019-05,반포,3358.7534634348494,118230.12903225806,139449
2019-05,삼청,4196.050455670448,54238.8064516129,93519
2019-05,서촌,2934.95473014182,57220.58064516129,83750
2019-05,성수,6666.512905244743,81473.29032258065,114520
2019-05,신사,7805.300373076544,175648.16129032258,149620
2019-05,신촌,6150.5954540445255,148931.35483870967,28201
2019-05,연남,8283.756582304572,11140.645161290322,74989
2019-05,을지로,5574.919573415865,274795.6451612903,23587
2019-05,이태원,8103.839470849928,48188.87096774193,122576
2019-05,익선,12277.70235257215,184901.29032258064,27754
2019-05,장충,1244.6038124433117,104808.96774193548,84962
2019-05,청담,3073.8057914988394,84807.35483870968,175006
2019-05,한남,3313.6727681718407,30598.387096774193,94233
2019-05,혜화,6830.939682161931,89868.90322580645,70839
2019-05,홍대,14295.914541499764,204643.5483870968,122192
2019-06,강남,13865.342419653844,195472.56666666668,138266
2019-06,반포,3045.5865279844998,112050.06666666667,139834
2019-06,삼청,1949.184145013476,49153.2,93926
2019-06,서촌,2526.669545620624,50059.666666666664,83750
2019-06,성수,6103.261687768809,75836.36666666667,114840
2019-06,신사,7404.64737530114,171160.7,149985
2019-06,신촌,5356.6180380284295,135488.8,28201
2019-06,연남,7924.424730291988,10523.666666666666,74989
2019-06,을지로,5725.435200139025,263047.4,23587
2019-06,이태원,8445.874426160275,47872.9,122974
2019-06,익선,10967.46400203089,174727.86666666667,27754
2019-06,장충,1224.6331674789178,99564.5,85103
2019-06,청담,2726.587940428052,80260.53333333334,179904
2019-06,한남,2355.111990483927,29303.966666666667,156041
2019-06,혜화,6660.226233181548,84099.96666666666,70839
2019-06,홍대,13770.820734549205,194883.56666666668,122532
2019-07,강남,16574.379741705896,219110.90322580645,142042
2019-07,반포,3365.441152315672,114338.0,140728
2019-07,삼청,3105.7075219566623,49271.41935483871,93926
2019-07,서촌,2678.8082739721044,47658.67741935484,83750
2019-07,성수,5745.056155162082,79093.0,116520
2019-07,신사,8503.204064213269,177224.4516129032,150548
2019-07,신촌,6403.625324832575,134977.83870967742,28201
2019-07,연남,8650.816234845679,10289.90322580645,75625
2019-07,을지로,6105.294998410635,270048.32258064515,23587
2019-07,이태원,9596.275654399704,44821.58064516129,125179
2019-07,익선,11207.67511961352,176299.7741935484,27754
2019-07,장충,1211.9686597316313,100270.0,85587
2019-07,청담,3100.0757563157676,86088.09677419355,183598
2019-07,한남,3180.461931819186,29555.354838709678,156095
2019-07,혜화,7490.947359315407,83242.32258064517,70839
2019-07,홍대,15984.06715097528,194395.29032258064,123070
2019-08,강남,16136.166532782856,204842.61290322582,146456
2019-08,반포,3572.6565267520295,107606.25806451614,142782
2019-08,삼청,4068.7709878000737,48713.967741935485,93926
2019-08,서촌,2786.191947563708,47206.096774193546,83750
2019-08,성수,6125.832005910751,73860.90322580645,118737
2019-08,신사,8920.66776834706,169032.74193548388,152106
2019-08,신촌,6636.342952439124,128700.2258064516,28249
2019-08,연남,8853.85098109494,9809.161290322581,75691
2019-08,을지로,6573.003863619467,258906.2258064516,23587
2019-08,이태원,9660.767208514388,46432.967741935485,125801
2019-08,익선,12153.386938942363,170084.32258064515,27754
2019-08,장충,1338.5270114579068,94239.09677419355,86665
2019-08,청담,3319.899859215654,79911.25806451614,186083
2019-08,한남,3801.388551519362,27970.74193548387,156985
2019-08,혜화,8048.162151373612,81973.35483870968,70839
2019-08,홍대,16908.58950510676,198162.74193548388,125058
2019-09,강남,12021.083112294717,181545.63333333333,148657
2019-09,반포,2994.865399277538,107288.3,143712
2019-09,삼청,4244.441150043412,49112.666666666664,93926
2019-09,서촌,2589.2382399365756,51435.433333333334,83750
2019-09,성수,5357.500481032674,73143.53333333334,121129
2019-09,신사,6926.170552793552,161051.3,154063
2019-09,신촌,5318.883705944365,133752.13333333333,28712
2019-09,연남,7309.757630929058,10328.3,75757
2019-09,을지로,5482.291628761703,255808.2,23587
2019-09,이태원,7303.01351129523,44132.26666666667,127911
2019-09,익선,9830.889353816227,162799.4,27754
2019-09,장충,1147.552007467239,95336.4,86991
2019-09,청담,2972.4396554744494,78360.66666666667,188380
2019-09,한남,2873.9924600605277,28024.5,157758
2019-09,혜화,6161.13773701736,79943.33333333333,71288
2019-09,홍대,12653.821384909146,182893.4,125473
2019-10,강남,13994.290193753908,195496.03225806452,151970
2019-10,반포,3402.904053129134,116355.35483870968,145512
2019-10,삼청,4879.248177743644,58444.0,93926
2019-10,서촌,2945.0465090455214,65062.87096774193,83750
2019-10,성수,6736.422966855437,81880.54838709677,122576
2019-10,신사,7816.134668212298,176492.74193548388,157194
2019-10,신촌,6098.327329010256,142956.4193548387,28712
2019-10,연남,8743.874906471341,11161.741935483871,76022
2019-10,을지로,6406.022918078987,282861.4516129032,24203
2019-10,이태원,9208.822891065924,54742.0,128285
2019-10,익선,11732.640635712025,183858.03225806452,27754
2019-10,장충,1285.2682380299225,103687.54838709677,88268
2019-10,청담,3374.8719646917134,85320.12903225806,190815
2019-10,한남,3257.846747630616,30440.354838709678,159708
2019-10,혜화,7301.709541418981,87115.06451612903,71288
2019-10,홍대,14936.433791627698,202112.61290322582,126218
2019-11,강남,17265.462608802627,200481.76666666666,155288
2019-11,반포,3693.5567206891087,117407.33333333333,148381
2019-11,삼청,4825.335930488729,57766.9,94741
2019-11,서촌,3392.2015456578033,58766.5,83750
2019-11,성수,7273.489460276968,83002.76666666666,124882
2019-11,신사,8797.572176605503,179578.23333333334,160808
2019-11,신촌,6850.836215691653,146619.03333333333,28851
2019-11,연남,9462.02831461422,11120.766666666666,74153
2019-11,을지로,6918.023015191032,284404.1666666667,25160
2019-11,이태원,9102.99951654941,47058.433333333334,129114
2019-11,익선,13536.508783271544,179283.5,27754
2019-11,장충,1531.4856814287054,104192.1,89501
2019-11,청담,3654.2627353592625,87999.46666666666,194043
2019-11,한남,3581.2767104070567,30189.6,159648
2019-11,혜화,8698.794035001798,90614.96666666666,71288
2019-11,홍대,15900.178656926591,198411.73333333334,131066
2019-12,강남,20996.365338583688,204780.90322580645,159653
2019-12,반포,4016.1751294431283,115481.12903225806,151089
2019-12,삼청,4178.467924459682,53221.354838709674,95657
2019-12,서촌,3105.5340497040515,52314.77419354839,86417
2019-12,성수,7085.876323433518,79424.51612903226,127452
2019-12,신사,10127.222575300277,182161.67741935485,161795
2019-12,신촌,7991.311343403038,139157.4516129032,29612
2019-12,연남,10985.212070835718,10659.774193548386,74153
2019-12,을지로,7813.89271849654,281472.1935483871,25616
2019-12,이태원,11340.284029073788,49534.096774193546,129500
2019-12,익선,15735.178130932167,183909.29032258064,27754
2019-12,장충,1839.6127689471568,102670.45161290323,91702
2019-12,청담,4149.542572877463,85230.41935483871,198228
2019-12,한남,4262.066727012892,28967.387096774193,161458
2019-12,혜화,10565.056151572307,92845.0,71288
2019-12,홍대,19210.51508058721,209963.96774193548,131687
2020-01,강남,18775.498673438327,192827.38709677418,161804
2020-01,반포,3458.741538838847,103831.74193548386,151975
2020-01,삼청,3506.2267775053483,45142.32258064516,95657
2020-01,서촌,2533.5400506279593,43290.645161290326,86417
2020-01,성수,6887.125170140373,73420.0,130340
2020-01,신사,9075.112382696416,163282.87096774194,162039
2020-01,신촌,6746.572406081914,116098.51612903226,29612
2020-01,연남,9849.810238176478,9586.09677419355,77424
2020-01,을지로,6548.184090395878,245970.29032258064,27727
2020-01,이태원,9052.143566638879,40552.3870967742,131252
2020-01,익선,13612.715951357373,164595.2258064516,27754
2020-01,장충,1695.4741073965636,90629.41935483871,92050
2020-01,청담,3265.6085985940017,79243.35483870968,198717
2020-01,한남,3781.0941192048977,26197.16129032258,162559
2020-01,혜화,8728.61140843154,75180.19354838709,71288
2020-01,홍대,18664.384192496414,181880.5806451613,131687
2020-02,강남,13944.436354286907,168744.3448275862,163121
2020-02,반포,3275.3972120080375,93492.8275862069,153856
2020-02,삼청,2236.583697391843,36195.724137931036,95657
2020-02,서촌,2181.0320909798525,34288.41379310345,86417
2020-02,성수,6282.307598226011,71559.20689655172,134810
2020-02,신사,7542.772823337778,147415.5172413793,162063
2020-02,신촌,5783.872146455533,98222.4827586207,29612
2020-02,연남,8585.698724323309,8302.965517241379,77625
2020-02,을지로,4856.744930875954,212411.5172413793,28055
2020-02,이태원,8004.376392691281,35050.48275862069,132549
2020-02,익선,8002.963632530676,130864.68965517242,27754
2020-02,장충,1607.448960726038,84006.72413793103,93381
2020-02,청담,3181.9598319065817,77057.86206896552,199387
2020-02,한남,3351.8067130736003,23005.03448275862,164584
2020-02,혜화,5892.79505158203,59471.68965517241,73620
2020-02,홍대,14126.115161806814,146212.10344827586,138026
2020-03,강남,10098.974342415133,122050.19354838709,163752
2020-03,반포,2574.269304313223,73043.6129032258,154075
2020-03,삼청,2135.0804576570004,24411.451612903227,95657
2020-03,서촌,2380.106931400223,23150.870967741936,86250
2020-03,성수,6419.906264777224,61937.0,135751
2020-03,신사,6106.313273300978,110998.35483870968,162341
2020-03,신촌,4311.820537906203,65920.25806451614,29750
2020-03,연남,7548.633630219798,6598.806451612903,77704
2020-03,을지로,3836.1091798140974,158461.2258064516,28055
2020-03,이태원,6489.9268510834045,25944.387096774193,132629
2020-03,익선,5868.823741648254,96501.32258064517,27754
2020-03,장충,1278.6635671038193,66397.0,93956
2020-03,청담,2838.673956703886,64214.32258064516,183640
2020-03,한남,3145.2544510619055,18162.290322580644,166508
2020-03,혜화,3496.6167060410644,40540.67741935484,73687
2020-03,홍대,10287.40138288504,92830.67741935483,138399
2020-04,강남,12178.477141913005,135433.16666666666,163962
2020-04,반포,3053.000122438568,79968.33333333333,154181
2020-04,삼청,3214.808563712634,27563.466666666667,95657
2020-04,서촌,3242.192225933745,26600.133333333335,86250
2020-04,성수,8245.614977435334,66747.36666666667,136421
2020-04,신사,6802.848433605925,121052.8,161657
2020-04,신촌,4868.850302264118,72795.13333333333,29750
2020-04,연남,8781.44927824167,7478.4,77704
2020-04,을지로,5091.677711597504,169242.43333333332,28055
2020-04,이태원,7165.103939529958,26528.766666666666,132629
2020-04,익선,8049.062955309014,109567.66666666667,27754
2020-04,장충,1305.8292911652527,70787.7,94281
2020-04,청담,3360.655104136016,67005.86666666667,183791
2020-04,한남,3827.702326375012,20253.9,167383
2020-04,혜화,4421.07594299523,45300.46666666667,78495
2020-04,홍대,11788.199705640927,105448.13333333333,138979
2020-06,강남,11126.199811604043,150387.76666666666,165306
2020-06,반포,3191.879635639187,92521.8,155593
2020-06,삼청,2954.970572954258,33408.566666666666,95657
2020-06,서촌,3156.337625305654,31539.3,86250
2020-06,성수,7438.991637416178,72716.6,137374
2020-06,신사,6598.337516315627,141201.9,161795
2020-06,신촌,4053.5421007828418,81095.6,29750
2020-06,연남,7510.000692810135,8872.766666666666,78084
2020-06,을지로,5546.308649780786,196293.4,28055
2020-06,이태원,2881.286950690954,22376.033333333333,132788
2020-06,익선,8401.00659902336,123929.33333333333,28849
2020-06,장충,1329.0472963366644,80578.66666666667,94379
2020-06,청담,3594.676509071181,76202.33333333333,184328
2020-06,한남,3261.5867822311857,23820.866666666665,168728
2020-06,혜화,4366.237131347183,53865.2,78495
2020-06,홍대,9397.46910670369,108727.03333333334,140404
2020-07,강남,15232.51119146149,166368.48387096773,173204
2020-07,반포,3488.251091731799,94925.19354838709,158625
2020-07,삼청,3772.033743520924,35707.1935483871,95843
2020-07,서촌,3856.5658439851754,33351.83870967742,86250
2020-07,성수,9157.44208195479,76148.7741935484,140234
2020-07,신사,9491.863004808949,149434.12903225806,163439
2020-07,신촌,5272.835306276309,89175.67741935483,29334
2020-07,연남,11207.81601125963,9115.451612903225,80834
2020-07,을지로,6893.223870130512,202922.25806451612,28055
2020-07,이태원,4906.056282518501,25689.451612903227,138929
2020-07,익선,11223.218670649678,133346.70967741936,28849
2020-07,장충,1485.9356673640216,82606.35483870968,99347
2020-07,청담,4093.7270569802663,77692.03225806452,187017
2020-07,한남,4452.238345975712,24768.58064516129,174577
2020-07,혜화,5636.660768098228,58415.54838709677,78538
2020-07,홍대,13092.062908654705,124559.0,141315
2020-08,강남,11099.8697636521,133358.8064516129,175834
2020-08,반포,2898.2889738845743,80324.90322580645,159988
2020-08,삼청,2727.715182107353,27673.032258064515,95843
2020-08,서촌,2627.7617743194364,26767.451612903227,86250
2020-08,성수,6295.295199918025,62204.3870967742,142791
2020-08,신사,6834.2237593314,124197.03225806452,163989
2020-08,신촌,4338.149113423674,74331.54838709677,29334
2020-08,연남,8025.604247373261,7650.032258064516,81143
2020-08,을지로,5027.910859236948,163730.38709677418,28055
2020-08,이태원,4353.500460798934,22312.354838709678,138929
2020-08,익선,8165.352865715839,105463.64516129032,28849
2020-08,장충,1271.2170376559102,68767.80645161291,101102
2020-08,청담,3347.7913701646376,64774.77419354839,189131
2020-08,한남,3622.3043691158764,20461.870967741936,175791
2020-08,혜화,4393.634092240563,48072.354838709674,78538
2020-08,홍대,10295.256173576918,103664.06451612903,142391
2020-10,강남,11995.783687277793,135267.4193548387,182461
2020-10,반포,3121.671445868668,85826.70967741935,163960
2020-10,삼청,4718.904522149246,33068.6129032258,96148
2020-10,서촌,4066.0423143295006,31754.451612903227,86417
2020-10,성수,8298.145751457885,67862.58064516129,149084
2020-10,신사,8462.200179075553,132503.5483870968,165889
2020-10,신촌,4212.749601887952,78686.19354838709,29334
2020-10,연남,9003.77367745515,8516.129032258064,81669
2020-10,을지로,5631.543575589762,175735.16129032258,28055
2020-10,이태원,5678.31521095365,27045.967741935485,141200
2020-10,익선,9509.211118407711,115357.51612903226,28849
2020-10,장충,1315.8961298545598,75575.7741935484,105715
2020-10,청담,3578.2207498478056,68950.93548387097,190715
2020-10,한남,4228.610121257174,22708.58064516129,183243
2020-10,혜화,4938.532543515851,53003.41935483871,85935
2020-10,홍대,11739.456828429682,115486.70967741935,143999
2020-11,강남,11368.679002278783,144677.3,185694
2020-11,반포,2905.935298735628,90278.16666666667,165645
2020-11,삼청,4404.752517846483,35522.5,96148
2020-11,서촌,3472.2176846583843,34434.066666666666,86417
2020-11,성수,7394.279398390872,72534.86666666667,150699
2020-11,신사,7798.1482969509425,140144.9,173232
2020-11,신촌,3752.74014275816,82326.7,29334
2020-11,연남,7968.310256964139,8914.633333333333,85768
2020-11,을지로,5276.208811407482,191103.26666666666,28802
2020-11,이태원,4288.159481995922,25650.766666666666,141200
2020-11,익선,8506.951968183697,118213.6,29637
2020-11,장충,1318.8099878043408,80140.73333333334,109317
2020-11,청담,3402.2781570552684,75394.93333333333,191653
2020-11,한남,3800.8687656562597,23269.3,190807
2020-11,혜화,4737.414188022497,56856.26666666667,86141
2020-11,홍대,10391.546338451457,114861.0,143999
2020-12,강남,4343.480488978834,102189.7741935484,189015
2020-12,반포,1542.0551417201543,72402.12903225806,169770
2020-12,삼청,1231.519343056823,23195.677419354837,96148
2020-12,서촌,967.0068816825261,23186.548387096773,91500
2020-12,성수,2661.457390848109,57396.354838709674,151789
2020-12,신사,3533.7627675894264,111270.29032258065,173750
2020-12,신촌,1805.1674465284634,61073.77419354839,29334
2020-12,연남,2369.522060193475,7006.4838709677415,85814
2020-12,을지로,1893.3157804417078,155453.38709677418,28802
2020-12,이태원,2228.0474966752245,18417.74193548387,144480
2020-12,익선,2864.1562442548197,87520.48387096774,29637
2020-12,장충,699.7779230537016,64938.6129032258,112572
2020-12,청담,1920.4594822291458,62326.6129032258,192642
2020-12,한남,1593.5050021726572,18194.935483870966,190964
2020-12,혜화,1570.3144494454373,39130.25806451613,90947
2020-12,홍대,3968.7493161305806,75468.3870967742,146667
2021-01,강남,7646.898969020516,109998.0,190198
2021-01,반포,2041.8980436676136,74915.06451612903,172907
2021-01,삼청,1895.4863376434703,23728.322580645163,106111
2021-01,서촌,1648.1479774105674,23713.83870967742,94833
2021-01,성수,4757.241590198122,60266.54838709677,152472
2021-01,신사,5673.310905045653,119617.54838709677,175511
2021-01,신촌,2883.3655999971065,61436.032258064515,29199
2021-01,연남,4730.021159984399,7146.741935483871,87137
2021-01,을지로,2882.3040281767485,153801.5483870968,28802
2021-01,이태원,2636.137699139406,19623.8064516129,146439
2021-01,익선,4833.622923732554,89070.19354838709,29777
2021-01,장충,830.9984877323919,64981.51612903226,114741
2021-01,청담,2481.857255612273,63780.77419354839,193873
2021-01,한남,2307.604800833301,18736.09677419355,193487
2021-01,혜화,2593.9454010808295,41043.87096774193,96123
2021-01,홍대,6785.712499633409,83672.70967741935,156030
2021-02,강남,11963.034010694138,129029.21428571429,192132
2021-02,반포,2883.0787954241882,81922.78571428571,176683
2021-02,삼청,3903.2214427821127,28668.678571428572,113935
2021-02,서촌,3530.3292574051143,28744.035714285714,98167
2021-02,성수,8574.035860222055,68489.53571428571,155573
2021-02,신사,8953.75665979106,135452.9642857143,179259
2021-02,신촌,4229.0990334776325,72021.0,28573
2021-02,연남,9259.863339648147,8039.821428571428,89238
2021-02,을지로,5053.794484844005,167740.64285714287,28802
2021-02,이태원,4849.19426341925,24117.214285714286,152359
2021-02,익선,9107.247274783933,105511.25,30381
2021-02,장충,1228.5521775328393,71378.71428571429,117369
2021-02,청담,3504.758838618469,67581.03571428571,198824
2021-02,한남,4113.743922548625,20918.321428571428,196527
2021-02,혜화,4963.57839498138,48800.07142857143,96810
2021-02,홍대,11202.00553814744,109049.60714285714,159529
2021-03,강남,12836.94450178216,142989.5806451613,192153
2021-03,반포,3260.5511201232016,91499.16129032258,177016
2021-03,삼청,4099.184833955086,34461.67741935484,114731
2021-03,서촌,3432.910198739131,31952.290322580644,98167
2021-03,성수,9544.708651646823,77505.48387096774,155573
2021-03,신사,8662.644045700903,145029.1935483871,180919
2021-03,신촌,4748.533888566897,82096.7741935484,28573
2021-03,연남,8952.44107832263,9063.0,89238
2021-03,을지로,5777.440649764418,189584.4193548387,28871
2021-03,이태원,5383.18021382666,27146.129032258064,153189
2021-03,익선,9794.879125552523,121428.93548387097,30381
2021-03,장충,1399.1352125573178,80741.32258064517,118128
2021-03,청담,3797.8501754640806,76203.67741935483,200033
2021-03,한남,4526.445940263419,23383.451612903227,196954
2021-03,혜화,5125.267679835051,55212.903225806454,96810
2021-03,홍대,11255.773064638171,116200.6129032258,160151
2021-04,강남,11987.735302230683,142514.8,191614
2021-04,반포,3370.6786330982663,92546.5,180168
2021-04,삼청,4524.618801007024,34542.433333333334,114917
2021-04,서촌,3642.948429854386,33782.066666666666,98167
2021-04,성수,12009.789965619866,84148.86666666667,157213
2021-04,신사,8692.14896234194,146397.83333333334,181885
2021-04,신촌,4131.684110385776,81633.03333333334,28203
2021-04,연남,9110.508376795095,9388.766666666666,89858
2021-04,을지로,5578.971566745736,193633.43333333332,28871
2021-04,이태원,5129.994399421932,27963.7,155267
2021-04,익선,8929.089178252187,122379.4,30411
2021-04,장충,1445.7395652345833,82208.9,119541
2021-04,청담,3676.146779623649,77821.5,200986
2021-04,한남,4462.961631174885,24096.3,203641
2021-04,혜화,4811.494339675368,55035.76666666667,96881
2021-04,홍대,10540.227649581037,115998.8,160151
2021-05,강남,13607.575527185581,135153.35483870967,192558
2021-05,반포,3462.637227025588,87661.6129032258,187358
2021-05,삼청,5037.749583372301,33064.096774193546,114917
2021-05,서촌,4068.2630606824778,32875.967741935485,98167
2021-05,성수,11988.07325848253,76286.32258064517,161958
2021-05,신사,9529.297990290052,139471.4193548387,192109
2021-05,신촌,4478.943515918083,81593.93548387097,27184
2021-05,연남,10019.334558344672,8962.387096774193,92605
2021-05,을지로,6181.216094777681,177218.1935483871,28871
2021-05,이태원,5888.454165182131,28157.1935483871,161113
2021-05,익선,10202.09786370698,118682.96774193548,30548
2021-05,장충,1457.0237310969785,77609.80645161291,122120
2021-05,청담,3764.5099942681036,70465.25806451614,204670
2021-05,한남,4600.200036699804,22856.16129032258,213174
2021-05,혜화,5766.458627134943,54374.032258064515,98892
2021-05,홍대,12263.841850370623,123609.48387096774,161367
2021-06,강남,14828.535170323508,146035.83333333334,192558
2021-06,반포,3348.6724472348205,93662.43333333333,187358
2021-06,삼청,4424.958449698627,35089.166666666664,114917
2021-06,서촌,4048.496489840091,34205.166666666664,98167
2021-06,성수,11908.486567776952,83459.73333333334,161958
2021-06,신사,9116.723692340576,148844.63333333333,192109
2021-06,신촌,4401.102779363039,84364.8,27184
2021-06,연남,9485.124387432048,9455.1,92605
2021-06,을지로,6722.850220486279,198037.96666666667,28871
2021-06,이태원,5963.696911567149,28645.133333333335,161113
2021-06,익선,10100.844515022114,124824.53333333334,30548
2021-06,장충,1584.3116641722347,82556.03333333334,122120
2021-06,청담,3903.9349849286964,78189.7,204670
2021-06,한남,4661.314677424333,24199.8,213174
2021-06,혜화,5351.955979338382,56364.7,98892
2021-06,홍대,12550.317765863432,124696.3,161367
2021-07,강남,9396.140817218695,126959.12903225806,193816
2021-07,반포,2554.7261421786257,82441.93548387097,190829
2021-07,삼청,2674.482965097,28321.709677419356,114917
2021-07,서촌,3290.222090596305,28477.41935483871,98167
2021-07,성수,7922.407604998681,71501.87096774194,162960
2021-07,신사,6452.832143700636,128674.2258064516,192456
2021-07,신촌,3414.6534698775945,72720.45161290323,27022
2021-07,연남,5854.619662087734,8143.774193548387,94860
2021-07,을지로,4597.464146274849,169179.12903225806,28871
2021-07,이태원,3479.029896810392,22147.451612903227,164873
2021-07,익선,6997.349279308622,106242.3870967742,30548
2021-07,장충,1253.9929205632027,73123.70967741935,123845
2021-07,청담,2966.8775493132866,68992.0,207167
2021-07,한남,3407.040313378348,20877.870967741936,218346
2021-07,혜화,3835.281396586484,47914.41935483871,98892
2021-07,홍대,7479.0398933408405,94521.90322580645,162443
2021-08,강남,9788.321479157421,119156.80645161291,194819
2021-08,반포,2590.8257965166795,78800.03225806452,193324
2021-08,삼청,3391.520408524937,27522.709677419356,118481
2021-08,서촌,4211.8330829080915,27677.032258064515,98167
2021-08,성수,9250.440489829565,68741.7741935484,164752
2021-08,신사,6945.750394334493,122427.2258064516,194729
2021-08,신촌,3655.1660439803095,70244.87096774194,27022
2021-08,연남,7201.369259889814,7911.387096774193,94977
2021-08,을지로,4945.817426519696,159508.32258064515,28871
2021-08,이태원,4398.760895004722,22010.387096774193,166153
2021-08,익선,7814.714571684208,102791.74193548386,30548
2021-08,장충,1350.8623528329601,70045.25806451614,124796
2021-08,청담,3209.6635367675335,64237.967741935485,209024
2021-08,한남,3773.929442567911,20194.16129032258,219791
2021-08,혜화,4365.295419000712,47396.8064516129,98892
2021-08,홍대,9245.836967571873,99330.41935483871,163433
